code,lat,lon,name,city,state,country,woeid,tz,phone,type,email,url,runway_length,elev,icao,direct_flights,carriers
ASV,-2.63333,37.25,Amboseli,Amboseli,Rift Valley,Kenya,1528663,Africa/Nairobi,,Airports,,,3281,3755,HKAM,1,1
ASW,23.965,32.8217,Aswan Airport,Aswan,Aswan,Egypt,12512666,Africa/Cairo,,Airports,,,11155,656,HESN,5,1
ATB,17.7,33.9833,Atbara,Atbara,Nahr an Nil,Sudan,1431005,Africa/Khartoum,,Airports,,,5905,1181,HSAT,1,1
ATC,24.6287,-75.6734,Arthur's Town Airport,Arthur Town,Cat Island,Bahamas,12524017,America/Nassau,,Airports,,,,,MYCA,1,1
ATD,-8.86667,161.033,Atoifi,Atoifi,Malaita,Solomon Islands,1020493,Pacific/Noumea,,Airports,,,1968,,,1,1
ATH,37.8937,23.7235,Eleftherios Venizelos International Airport,Athens,Attiki,Greece,12513286,Europe/Athens,0030 210 353 0001,Airports,,http://www.aia.gr,13123,308,LGAV,117,81
ATK,70.4639,-157.331,Atqasuk Airport,Atqasuk,Alaska,United States,12524564,America/Anchorage,,Airports,,,1250,65,PATQ,2,1
ATL,33.6558,-84.4333,Hartsfield-Jackson Atlanta International Airport,Atlanta,Georgia,United States,12522118,America/New_York,(654) 57 8833,Airports,,http://www.atlanta-airport.com/,11889,1026,KATL,253,60
ATM,-3.2506,-52.2517,Altamira Airport,Altamira,Para,Brazil,12511018,America/Manaus,,Airports,,,6572,367,SBHT,2,1
ATQ,31.7131,74.7955,Raja Sansi Airport,Raja Sansi,Punjab,India,12513536,Asia/Kolkata,,Airports,,,9250,754,VIAR,10,10
ATR,20.5067,-13.0436,Atar Airport,Atar,Adrar,Mauritania,12514800,Africa/Nouakchott,,Airports,,,9843,758,GQPA,2,1
ATT,60.865,-162.276,Atmautluak Airport,Atmautluak,Alaska,United States,12524566,America/Anchorage,,Airports,,,2250,17,,3,3
ATW,44.2603,-88.5111,Outagamie County Airport,Appleton,Wisconsin,United States,12521262,America/Chicago,,Airports,,http://www.atwairport.com/,7001,918,KATW,8,11
ATY,44.9216,-97.1609,Watertown Municipal Airport,Watertown,South Dakota,United States,12522349,America/Chicago,,Airports,,,6895,1748,KATY,3,4
ATZ,27.0411,31.0114,Asyut Airport,Asyut,Asyut,Egypt,12512667,Africa/Cairo,,Airports,,,9843,774,HEAT,5,5
AUA,12.5022,-70.0139,Reina Beatrix International Airport,Aruba,,Aruba,12510298,America/Aruba,,Airports,,http://www.airportaruba.com,9000,59,TNCA,25,24
AUC,7.0703,-70.7406,Santiago Perez Airport,Arauca,Caldas,Colombia,12512414,America/Bogota,,Airports,,,6888,400,SKUC,2,2
AUG,44.3181,-69.7933,Augusta State Airport,Augusta,Maine,United States,12518700,America/New_York,,Airports,,,5140,353,KAUG,3,1
AUH,24.4331,54.6489,Abu Dhabi International Airport,Abu Dhabi,Abu Dhabi,United Arab Emirates,12517727,Asia/Dubai,+971 2-5757500,Airports,,http://www.dcaauh.gov.ae/english/abudhabi/introduction.htm#,10499,15,OMAA,76,45
AUK,62.6833,-164.633,Alakanuk Airport,Alakanuk,Alaska,United States,12524567,America/Anchorage,,Airports,,,2400,10,,3,2
AUQ,-9.7719,-139.015,Atuona Airport,Atuona,Marquesas Islands,French Polynesia,12523068,Pacific/Midway,,Airports,,,3691,1473,,4,1
AUR,44.8984,2.41982,Aurillac Airport,Aurillac,Auvergne,France,12512848,Europe/Paris,,Other Airport,,,5577,2096,LFLW,1,1
AUS,30.2027,-97.6653,Austin-Bergstrom International Airport,Austin,Texas,United States,23418445,America/Chicago,,Airports,,http://www.abia.org/,12248,542,KAUS,50,37
AUX,-7.2281,-48.2403,Araguaina Airport,Araguaina,Norte,Brazil,12511029,America/Araguaina,,Airports,,,5905,771,,3,2
AUY,-20.1909,169.825,Vanuatu,Aneityum,Tafea,Vanuatu,23424907,Pacific/Efate,,Airports,,,2001,10,,1,1
AVL,35.4349,-82.5373,Asheville Regional Airport,Fletcher,North Carolina,United States,12518672,America/New_York,,Airports,,http://www.flyavl.com/,8001,2165,KAVL,7,10
AVN,43.9056,4.89951,Avignon-Caumont Airport,Avignon,Provence-alpes-cote d'Azur,France,12523803,Europe/Paris,,Airports,,,4593,118,LFMV,4,2
AVP,41.3354,-75.7294,Wilkes Barre Scranton International Airport,Pittston,Pennsylvania,United States,12522441,America/New_York,,Airports,,,7501,957,KAVP,8,8
AVU,-9.85,160.417,Avu Avu,Avu Avu,Guadalcanal,Solomon Islands,1020506,Pacific/Guadalcanal,,Airports,,,2210,8,,1,1
AVV,-38.0408,144.468,Avalon Airport,Lara,Victoria,Australia,12510591,Australia/Melbourne,,Other Airport,,,10000,34,YMAV,4,2
AWB,-8.01667,142.75,Awaba,Awaba,,Papua New Guinea,23424926,Pacific/Port_Moresby,,Airports,,,2300,,,2,1
AWD,-19.2501,169.598,Aniwa Airport,Aniwa,Tafea,Vanuatu,12515050,Pacific/Efate,,Airports,,,3085,69,NVVB,1,1
AWZ,31.3378,48.7597,Ahvaz Airport,Ahvaz,Khuzestan,Iran,12513699,Asia/Tehran,,Airports,,,11100,60,OIAW,7,6
AXA,18.2103,-63.0575,Wallblake Airport,Anguilla,The Valley,Anguilla,12510830,America/Anguilla,,Airports,,,3600,108,TQPF,5,4
AXD,40.8567,25.9567,Alexandroupolis Airport,Alexandroupolis,Anatoliki Makedonia,Greece,12513282,Europe/Athens,,Airports,,,8530,24,LGAL,2,2
AXM,4.4564,-75.7681,El Eden Airport,La Tebaida,Quindio,Colombia,12512374,America/Bogota,,Airports,,,7825,3960,SKAR,2,4
AXP,22.4441,-73.9775,Spring Point Airport,Spring Point,Acklins,Bahamas,12510881,America/Nassau,,Airports,,,5000,11,MYAP,2,1
AXR,-15.5098,-146.538,French Polynesia,Arutua,Tuamotu-Gambier,French Polynesia,23424817,Pacific/Midway,,Airports,,,2230,7,NTGU,4,1
AXT,39.6153,140.219,Akita Airport,Akita-shi,Akita Prefecture,Japan,12513940,Asia/Tokyo,,Airports,,,8200,313,RJSK,7,5
AXU,14.147,38.7726,Axum,Axum,Tigray,Ethiopia,1313280,Africa/Addis_Ababa,,Airports,,,5347,7000,HAAX,3,1
AYQ,-25.1872,130.977,Ayers Rock Airport,Ayers Rock,Northern Territory,Australia,12510821,Australia/Darwin,,Airports,,,6560,1626,YAYE,5,2
AYT,36.9022,30.7917,Antalya Airport,Antalya,Antalya,Turkey,12517869,Europe/Istanbul,,Airports,,,11243,167,LTAI,51,24
AZA,33.3078,-111.656,Phoenix-Mesa Gateway Airport,Phoenix,Arizona,United States,2449808,America/Phoenix,,Airports,,http://www.flywga.org/,10,1,KIWA,8,1
AZD,31.905,54.2786,Yazd Airport,Yezd,Yazd,Iran,12513771,Asia/Tehran,,Airports,,,8530,4066,OIYY,2,3
AZN,40.7324,72.2931,Andizhan Airport,Andijon,Andijon,Uzbekistan,12522576,Asia/Tashkent,,Airports,,,,,UTKA,8,2
AZO,42.2398,-85.5563,Kalamazoo-Battle Creek International Airport,Kalamazoo,Michigan,United States,12520414,America/New_York,,Airports,,,6499,874,KAZO,5,12
AZR,27.8378,-0.1864,Touat Airport,Adrar,Adrar,Algeria,12510355,Africa/Algiers,,Airports,,,9843,915,DAUA,1,1
AZS,19.2099,-69.3279,Samana El Catey International Airport,Samana,Samana,Dominican Republic,76414,America/Santo_Domingo,,Airports,,,,,MDEP,6,6
BAG,16.3764,120.619,Baguio Airport,Baguio City,Cordillera Administrative Region,Philippines,12515596,Asia/Manila,,Airports,,,5512,4239,RPUB,1,1
BAH,26.2736,50.6234,Bahrain International Airport,Al Muharraq,Al Manamah,Bahrain,23388208,Asia/Bahrain,+973 1732 1997,Airports,,http://www.bahrainairport.com/bia/index_bia.htm,13002,6,OBBI,56,49
BAL,37.93,41.1167,Batman Airport,Batman,Batman,Turkey,12517873,Europe/Istanbul,,Airports,,,10005,1819,LTCJ,2,1
BAQ,10.8961,-74.7789,Ernesto Cortissoz Airport,Soledad,Atlantico,Colombia,12512376,America/Bogota,,Airports,,,9843,94,SKBQ,15,9
BAS,-7.98333,155.9,Balalae,Balalae,Western,Solomon Islands,1020484,Pacific/Noumea,,Airports,,,3280,5,,1,1
BAU,-22.345,-49.0531,Bauru Airport,Bauru,Sao Paulo,Brazil,12511049,America/Sao_Paulo,,Airports,,,4921,2018,SBBU,3,1
BAV,40.5679,109.998,Baotou Airport,Baotou,Nei Mongol,China,12511987,Asia/Shanghai,,Airports,,,,,,8,7
BAX,53.3667,83.75,Barnaui West Airport,Barnaul,Altayskiy Kray,Russia,12515778,Asia/Krasnoyarsk,,Airports,,,,,KBAX,11,7
BAY,47.6589,23.465,Baia Mare,Baia Mare,,Romania,866625,Europe/Bucharest,,Airports,,,4593,604,LRBM,2,2
BBA,-45.9167,-71.6869,Balmaceda Airport,Balmaceda,Aisen del General Carlos Ibanez ,Chile,12512305,America/Santiago,,Airports,,,6883,1713,,4,3
BBI,20.2466,85.8152,Bhubaneswar Airport,Bhubaneswar,Orissa,India,12513553,Asia/Kolkata,,Airports,,,5850,146,VEBS,5,5
BBK,-17.8333,25.1667,Kasane Airport,Kasane,Chobe,Botswana,12523069,Africa/Gaborone,,Airports,,,3150,3060,FBKE,1,1
BBN,3.73333,115.467,Bario Airport,Nanga Medamit,Sarawak,Malaysia,12523070,Asia/Kuala_Lumpur,,Airports,,,2100,3480,,2,1
BBO,10.3917,44.95,Berbera Airport,Berbera,Woqooyi Galbeed,Somalia,12517527,Africa/Mogadishu,,Airports,,,13615,30,,3,1
BBS,51.3252,-0.84173,Blackbushe Airport,Camberley,England,United Kingdom,12518042,Europe/London,+44 (0) 1252 879449,Airports,,http://www.blackbusheairport.co.uk,4436,329,,1,1
BBU,44.4966,26.087,Aeroportul National Bucuresti-Baneasa,Bucharest,Bucuresti,Romania,23388350,Europe/Bucharest,+40 21 232 0020,Airports,,,7218,295,LRBS,32,5
BCA,20.3644,-74.5064,Baracoa Airport,Baracoa,Guantanamo,Cuba,12512452,America/Havana,,Airports,,,5906,38,,1,1
BCD,10.6444,122.929,Bacolod Airport,Bacolod City,Western Visayas,Philippines,12515595,Asia/Manila,,Airports,,,5932,20,RPVB,2,3
BCI,-23.5635,145.305,Barcaldine Aerodrome,Barcaldine,Queensland,Australia,12510599,Australia/Lindeman,,Airports,,,4510,878,YBAR,2,1
BCL,10.7856,-83.5966,Barra Colorado Airport,Colorado,Limon,Costa Rica,12524312,America/Costa_Rica,,Airports,,,2296,10,,1,2
BCM,46.5283,26.8997,Luizi Calugara Airport,Bacæu,Bacau,Romania,12515549,Europe/Bucharest,,Airports,,,,,LRBC,4,3
BCN,41.3006,2.07976,Barcelona International Airport,El Prat de Llobregat,Catalonia,Spain,22411879,Europe/Madrid,,Airports,,http://www.aena.es,11001,15,LEBL,145,90
BDA,32.3675,-64.6903,Bermuda International Airport,St. George,Pembroke,Bermuda,12523071,Atlantic/Bermuda,,Airports,,,9713,12,TXKF,13,12
BDB,-24.9046,152.322,Bundaberg Airport,Bundaberg,Queensland,Australia,12510621,Australia/Brisbane,,Airports,,,5030,107,,1,1
BDD,-10.1214,142.142,Badu Island Airport,Badu Island,Queensland,Australia,12510593,Australia/Brisbane,,Airports,,,,,,2,1
BDH,26.5333,54.8239,Bandar Lengeh Airport,Bandar Abbas,Hormozgan,Iran,12513704,Asia/Tehran,,Airports,,,6650,33,,1,1
BDJ,-3.4425,114.757,Syamsuddin Noor Airport,Banjarmasin,Kalimantan Selatan,Indonesia,12513514,Asia/Jakarta,,Airports,,,6135,69,WRBB,3,6
BDL,41.9271,-72.6816,Bradley International Airport,Windsor Locks,Connecticut,United States,12518915,America/New_York,,Airports,,,9502,174,KBDL,41,31
BDO,-6.9017,107.576,Husein Sastranegara Airport,Bandung,Jawa Barat,Indonesia,12513471,Asia/Jakarta,,Airports,,,6519,2430,WICC,6,3
BDP,26.5667,88.0833,Bhadrapur,Bhadrapur,West Bengal,Nepal,2269155,Asia/Kolkata,,Airports,,,5133,300,,1,1
BDQ,22.3367,73.2264,Vadodara Airport,Vadodara,Gujarat,India,12513692,Asia/Kolkata,,Airports,,,8100,123,VABO,3,3
BDR,41.1636,-73.1283,Igor I Sikorsky Memorial Airport,Stratford,Connecticut,United States,12520279,America/New_York,,Airports,,,4761,10,KBDR,0,0
BDS,40.6626,17.9426,Casale Airport,Brindisi,Puglia,Italy,12513811,Europe/Rome,,Airports,,,8622,48,LIBR,17,19
BDU,69.0589,18.539,Bardufoss Airport,Bardufoss,Troms Fylke,Norway,12515103,Europe/Oslo,+47 77 83 02 00,Airports,,,2443,252,ENDU,1,1
BEB,57.4756,-7.37041,Benbecula Airport,Balivanich,Scotland,United Kingdom,22453706,Europe/London,,Airports,,,6017,19,,3,3
BEG,44.8192,20.3122,Surcin Airport,Surčin,Beograd,Serbia,12517583,Europe/Belgrade,+381 11 209 4000,Airports,,http://www.beg.aero,11155,335,LYBE,41,22
BEL,-1.3844,-48.4783,Val de Caes International Airport,Belem,Para,Brazil,12511369,America/Belem,,Airports,,,8202,52,SBBE,12,7
BEN,35.6425,-87.1192,Benina Intl,Benghazi,Banghazi,Libya,1352831,Africa/Tripoli,,Airports,,,11800,433,HLLB,15,6
BES,48.4458,-4.41511,Guipavas Airport,Guipavas,Brittany,France,12523072,Europe/Paris,,Airports,,,8202,325,LFRB,14,9
BET,60.7788,-161.847,Bethel Airport,Bethel,Alaska,United States,12518815,America/Nome,,Airports,,,6399,131,PABE,29,11
BEU,-24.3544,139.463,Bedourie Aerodrome,Bedourie,Queensland,Australia,12510603,Australia/Lindeman,,Airports,,,3478,300,,2,1
BEW,-19.7958,34.9089,Beira Airport,Beira,Sofala,Mozambique,12515014,Africa/Maputo,,Airports,,,7874,33,FQBR,7,3
BEY,33.825,35.4925,Beirut International Airport,Beirut,Jabal Lubnan,Lebanon,23388329,Asia/Beirut,,Airports,,http://www.beirutairport.gov.lb/indexflash.html,10663,87,OLBA,51,47
BFD,41.7964,-78.6407,Bradford Regional Airport,Lewis Run,Pennsylvania,United States,12518914,America/New_York,,Airports,,,6499,2143,KBFD,3,2
BFE,52,8.5,Bielefeld,Bielefeld,North-Rhine-Westphalia,Germany,20066058,Europe/Berlin,,Airports,,,,,KBFE,4,1
BFF,41.8683,-103.597,William B Heilig Field Airport,Scottsbluff,Nebraska,United States,12522448,America/Denver,,Airports,,,8280,3965,KBFF,2,3
BFI,47.5369,-122.304,King County International Airport-Boeing Field,Seattle,Washington,United States,12518877,America/Los_Angeles,,Airports,,,10001,17,KBFI,6,3
BFL,35.4288,-119.044,Kern County-Meadows Field Airport,Bakersfield,California,United States,12520881,America/Los_Angeles,,Airports,,,9100,490,KBFL,4,3
BFN,-29.0942,26.3027,J B M Hertzog Airport,Bloemfontein,Free State,South Africa,12517423,Africa/Johannesburg,,Airports,,,,,FABL,5,2
BFS,54.6542,-6.225,Aldergrove Airport,Crumlin,Northern Ireland,United Kingdom,12518031,Europe/London,00 44 (0)28 9448 4848,Airports,,http://www.belfastairport.com,2780,267,EGAA,49,14
BFV,15.2295,103.253,Buri Ram,Buri Ram,Buriram,Thailand,28341176,Asia/Bangkok,,Airports,,,,,,1,1
BGA,7.1217,-73.1883,Palonegro Airport,Bucaramanga,Santander,Colombia,12512401,America/Bogota,,Airports,,,7415,3896,SKBG,7,7
BGF,4.3961,18.5203,Bangui M Poko Airport,Bangui,Bangui,Central African Republic,12512446,Africa/Bangui,,Airports,,,8530,1204,FEFF,6,8
BGI,13.0719,-59.4939,Grantley Adams International Airport,Bridgetown,Christ Church,Barbados,12510833,America/Barbados,,Airports,,,18000,169,TBPB,24,16
BGM,42.2082,-75.9825,Greater Binghamton Edwin A Link Field Airport,Johnson City,New York,United States,12519598,America/New_York,,Airports,,,6298,1630,KBGM,3,8
BGO,60.2907,5.22065,Bergen Flesland Airport,Blomsterdalen,Hordaland Fylke,Norway,12515104,Europe/Oslo,+47 55 99 80 00,Airports,,"http://www.avinor.no/English/Airports/Bergen_Airport,_Flesland/",8038,165,ENBR,37,21
BGR,44.8086,-68.8167,Bangor International Airport,Bangor,Maine,United States,12518734,America/New_York,207-992-4600,Airports,,http://www.flybangor.com,11439,192,KBGR,10,7
BGW,33.3328,44.3639,Al Muthana Airport,Baghdad,Baghdad,Iraq,12513890,Asia/Baghdad,,Other Airport,,,9843,112,,3,3
BGY,45.6664,9.699,Orio Al Serio Airport,Grassobbio,Lombardy,Italy,22309691,Europe/Rome,035311258,Airports,,http://www.sacbo.it/,9186,779,LIME,70,19
BHB,44.4461,-68.3615,Hancock County-Bar Harbor Airport,Ellsworth,Maine,United States,12520074,America/New_York,,Airports,,,5196,84,KBHB,2,1
BHD,54.6151,-5.87096,George Best Belfast City Airport,Belfast,Northern Ireland,United Kingdom,23387943,Europe/London,,Airports,,,6000,15,EGAC,24,24
BHE,-41.52,173.87,Woodbourne Airport,Blenheim,Marlborough,New Zealand,12515181,Pacific/Auckland,,Airports,,,4675,118,NZWB,3,1
BHG,15.7636,-84.551,Brus Laguna Airport,Brus Laguna,Gracias a Dios,Honduras,12524352,America/Tegucigalpa,,Airports,,,3280,10,,2,1
BHH,19.9817,42.6267,Bisha Airport,Bisha,,Saudi Arabia,12517332,Asia/Riyadh,,Airports,,,10007,3829,,2,1
BHI,-38.7261,-62.1539,Bahia Blanca Cte Espora Naval Air Base,Punta Alta,Buenos Aires,Argentina,12510461,America/Buenos_Aires,,Airports,,,8365,246,,1,1
BHJ,23.2875,69.6706,Bhuj Airport,Bhuj,Gujarat,India,12513554,Asia/Kolkata,,Airports,,,8317,268,VABJ,1,2
BHK,39.7948,64.4895,Bukhara Airport,Bukhara,Bukhoro,Uzbekistan,12522588,Asia/Samarkand,,Airports,,,,,UTSB,4,4
BHM,33.5604,-86.7492,Birmingham International Airport,Birmingham,Alabama,United States,12518836,America/Chicago,,Airports,,,10000,644,KBHM,34,24
BHO,23.2844,77.3383,Bairagarh Airport,Bhopal,Madhya Pradesh,India,12513540,Asia/Kolkata,,Airports,,,6017,1716,VABP,4,2
BHQ,-32.0031,141.466,Broken Hill Airport,Broken Hill,New South Wales,Australia,12510619,Australia/Melbourne,,Airports,,,8251,946,YBHI,3,1
BHR,25.9173,50.6071,Bharatpur,Bharatpur,Central,Nepal,2269055,Asia/Katmandu,,Airports,,,3800,600,,1,1
BHS,-33.4121,149.657,Bathurst Airport,Bathurst,New South Wales,Australia,12510601,Australia/Sydney,,Airports,,,5595,2434,,1,1
BHU,21.7536,72.1867,Bhavnagar Airport,Bhavnagar,Gujarat,India,12513549,Asia/Kolkata,,Airports,,,6300,34,,1,2
BHV,29.3444,71.7125,Bahawalpur Airport,Bahawalpur,Punjab,Pakistan,12515225,Asia/Karachi,,Airports,,,5000,100,OPBW,3,1
BHX,52.4531,-1.73847,Birmingham International Airport,Birmingham,England,United Kingdom,22454274,Europe/London,+44 (0)8707 335511,Airports,,http://www.bhx.co.uk/,7398,325,EGBB,103,45
BHY,21.4833,109.083,Beihai,Beihai,Guangxi,China,2166477,Asia/Shanghai,,Airports,,,,,,5,4
BIA,42.5497,9.48341,Poretta Airport,Borgo,Corsica,France,12512955,Europe/Paris,,Airports,,,8235,26,LFKB,20,8
BID,41.1696,-71.58,Block Island State Airport,Block Island,Rhode Island,United States,12524577,America/New_York,,Airports,,,2500,105,KBID,1,1
BII,11.5833,165.383,Enyu Airfield,Bikini Atoll,,Marshall Islands,23424932,Pacific/Majuro,,Airports,,,4500,10,,1,1
BIK,-1,136.117,Frans Kaisiepo Airport,Biak,Irian Jaya,Indonesia,12513465,Asia/Jakarta,,Airports,,,11715,46,,2,2
BIL,45.8034,-108.537,Logan International Airport,Billings,Montana,United States,12520688,America/Denver,,Airports,,,10528,3649,KBIL,13,14
BIM,25.6994,-79.2636,South Bimini Airport,Bailey's Town,Bimini,Bahamas,12510880,America/Nassau,,Other Airport,,,5000,10,MYBS,1,3
BIO,43.3025,-2.91112,Bilbao Airport,Loiu,Basque Country,Spain,12517541,Europe/Madrid,,Airports,,,8530,136,LEBB,37,35
BIQ,43.472,-1.53137,Anglet Airport,Anglet,Aquitaine,France,12512842,Europe/Paris,+33 5 59 43 83 83,Airports,,http://www.biarritz.aeroport.fr/indexen.html,7382,243,LFBZ,14,8
BIR,26.4814,87.2647,Biratnagar Airport,Biratnagur,Central,Nepal,12515132,Asia/Katmandu,,Airports,,,5000,235,,1,1
BIS,46.7745,-100.757,Bismarck Municipal Airport,Bismarck,North Dakota,United States,12518843,America/Chicago,,Airports,,,8788,1677,KBIS,5,8
BJA,36.7133,5.0697,Soummam Airport,Bejaia,Bejaia,Algeria,12510347,Africa/Algiers,,Airports,,,7874,20,,6,2
BJB,37.4933,57.3007,Bojnord,Bojnord,Khorasan,Iran,2220377,Asia/Tehran,,Airports,,,,,,1,1
BJF,70.6031,29.6948,Batsfjord Airport,Baasfjord,Finnmark Fylke,Norway,12523932,Europe/Oslo,,Airports,,,2493,133,ENBS,6,1
BJI,47.5065,-94.9338,Bemidji-Beltrami County Airport,Bemidji,Minnesota,United States,12518794,America/Chicago,,Airports,,,5699,1390,KBJI,1,4
BJL,13.3372,-16.6544,Yundum International Airport,Yundum,Western,Gambia,12512990,Africa/Banjul,,Airports,,,11810,95,GBYD,6,9
BJM,-3.3317,29.3208,Bujumbura Airport,Bujumbura,Bujumbura,Burundi,12511564,Africa/Bujumbura,,Airports,,,11810,2566,HBBA,6,10
BJR,11.5564,37.3687,Ethiopia,Bahar Dar,Misrak Gojam,Ethiopia,23424808,Africa/Addis_Ababa,,Airports,,,5217,6020,,3,1
BJV,37.0413,27.4362,Milas Airport,Bodrum,Muğla,Turkey,12523053,Europe/Istanbul,,Airports,,,,,,9,7
BJW,-8.78333,120.983,Bajawa Airport,Ende,Nusa Tengarra Timur,Indonesia,12523075,Asia/Makassar,,Airports,,,2920,4326,,1,1
BJX,20.9903,-101.478,Silao Airport,Silao,Guanajuato,Mexico,12514965,America/Mexico_City,,Airports,,,,,MMLO,12,13
BJZ,38.8939,-6.81921,Talavera la Real Airport,Badajoz,Extremadura,Spain,12517575,Europe/Madrid,,Airports,,,9350,607,LEBZ,4,2
BKA,55.5516,37.9763,Bykovo Airport,Lyubertsy,Moskovskaya Oblast,Russia,12515878,Europe/Moscow,,Airports,,,,,,1,1
BKC,65.9833,-161.167,Buckland Airport,Buckland,Alaska,United States,12524578,America/Nome,,Airports,,,1870,30,,2,3
BKI,5.9386,116.049,Kota Kinabalu Airport,Kota Kinabalu,Sabah,Malaysia,12514995,Asia/Kuala_Lumpur,,Airports,,,9800,10,WBKK,27,16
BKK,13.9144,100.608,Bangkok International Airport,Lak Si,Bangkok,Thailand,12517747,Asia/Bangkok,,Airports,,http://www.airportthai.co.th/airportnew/bia/html/,12139,12,VTBS,132,113
BKL,41.5115,-81.6869,Burke Lakefront Airport,Cleveland,Ohio,United States,12518976,America/New_York,,Other Airport,,,6198,584,KBKL,1,1
BKM,3.94515,114.402,Malaysia,Bakalalan,,Malaysia,23424901,Asia/Kuala_Lumpur,,Airports,,,1800,2900,,2,1
BKO,12.5361,-7.9486,Bamako Senou Airport,Kalaban,Bamako,Mali,12514773,Africa/Bamako,,Airports,,,8858,1247,GABS,17,19
BKQ,-24.4292,145.429,Blackall Aerodrome,Mount Enniskillen,Queensland,Australia,12510609,Australia/Lindeman,,Airports,,,5538,928,,2,1
BKS,-3.8633,102.339,Padangkemiling Airport,Bengkulu,Bengkulu,Indonesia,12513489,Asia/Jakarta,,Airports,,,5905,50,KBKS,1,2
BKW,37.7849,-81.1174,Raleigh County Memorial Airport,Beaver,West Virginia,United States,12521519,America/New_York,,Airports,,,6750,2504,KBKW,2,1
BKY,-2.3014,28.8139,Bukavu Kavumu Airport,Bukavu,Democratic Republic of,Congo,12511951,Africa/Brazzaville,,Airports,,,5249,5633,,1,1
BLA,10.1103,-64.6872,Jose Antonio Anzoategui Airport,Pariaguán,Anzoategui,Venezuela,12522795,America/Caracas,,Airports,,,8202,26,SVBC,6,4
BLE,60.4297,15.5081,Dala Airport,Borlange,Dalarna,Sweden,12517614,Europe/Stockholm,,Airports,,http://www.dalaflyget.se/,7585,503,,4,3
BLI,48.7955,-122.532,Bellingham International Airport,Bellingham,Washington,United States,12518790,America/Los_Angeles,,Airports,,,5000,158,KBLI,8,8
BLJ,35.5572,6.17229,Algeria,Batna,Batna,Algeria,23424740,Africa/Algiers,,Airports,,,4921,3445,,4,2
BLK,53.7756,-3.04118,Blackpool Airport,Blackpool,England,United Kingdom,22454971,Europe/London,08700 273 777,Airports,,http://www.blackpoolinternational.com,6001,34,EGNH,13,4
BLL,55.742,9.15354,Billund Airport,Billund,Syddanmark,Denmark,12512589,Europe/Copenhagen,,Airports,,http://www.billund-airport.com/,10171,247,EKBI,38,23
BLQ,44.5345,11.2903,Bologna Airport,Bologna,Emilia Romagna,Italy,12513806,Europe/Rome,,Airports,,,8435,125,LIPE,52,39
BLR,12.9526,77.6656,HAL Bangalore International Airport,Bangalore,Karnataka,India,12513543,Asia/Kolkata,+91 (0)80 25228460,Airports,,,10850,2910,VOBG,37,33
BLT,-23.6012,148.805,Blackwater Aerodrome,Baralaba,Queensland,Australia,12510610,Australia/Lindeman,,Airports,,,5000,660,,2,1
